,Cell Type,Fold,AUPRC,Validation AUPRC
0,astro,0,0.24954281770053038,0.19046416546416545
1,astro,1,0.3304254208933627,0.2592626568652966
2,astro,2,0.31141345426202494,0.23718474994790784
3,astro,3,0.23612188638711085,0.07262295083276214
4,astro,4,0.32704651855646094,0.2652615965718107
5,endo,0,0.4929655836576499,0.4330547068092805
6,endo,1,0.45334954228140484,0.2964938846582138
7,endo,2,0.5486759804696928,0.34944771259848306
8,endo,3,0.5712090990189783,0.3087738688999688
9,endo,4,0.536126712053253,0.6714387625701889
10,excitatory,0,0.5735056129088567,0.27824307144673277
11,excitatory,1,0.6294910551506206,0.2049758262590371
12,excitatory,2,0.39216743616083927,0.14460268317853456
13,excitatory,3,0.4988712548380794,0.7532312925170068
14,excitatory,4,0.6009453703073447,0.5128416638027622
15,inhibitory,0,0.543122695301217,0.3708700916796402
16,inhibitory,1,0.6399664041281053,0.4021954753321213
17,inhibitory,2,0.47484113823183366,0.2628205128205129
18,inhibitory,3,0.6392031982050421,0.3014316837846249
19,inhibitory,4,0.5296737698730508,0.24566926129426128
20,micro,0,0.5239247960573569,0.39661869950552064
21,micro,1,0.2892074418820898,0.3048000622883133
22,micro,2,0.41027082608386417,0.29705982588049323
23,micro,3,0.35560017834907903,0.06572980069220671
24,micro,4,0.32098055236938855,0.5325396825396825
25,oligo,0,0.3520654407726569,0.13845637829568563
26,oligo,1,0.32070845613354204,0.10088886527842214
27,oligo,2,0.22926226246086445,0.1904037348828897
28,oligo,3,0.20114182300604497,0.23664619889787455
29,oligo,4,0.23475271361285888,0.04900218316166592
30,opc,0,0.5687257935525042,0.40693109735024663
31,opc,1,0.6771679755622537,0.2336263182423756
32,opc,2,0.6513434499134403,0.2586283535856361
33,opc,3,0.5405943770630461,0.41226495726495727
34,opc,4,0.5818902407478121,0.3037360260494256
35,vlmc,0,0.49551946391883034,0.18632045425935115
36,vlmc,1,0.29160927519105095,0.5156636499000705
37,vlmc,2,0.23018997721958426,0.08666162577667383
38,vlmc,3,0.3483219107175738,0.5793952960619627
39,vlmc,4,0.4745316152240593,0.19683223577321357
